City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,mata-utu,-13.2816,-176.1745,27.33,78,100,10.2,WF,1693121164
278,bad rothenfelde,52.1167,8.1667,16.51,80,100,3.38,DE,1693121164
279,nassau,40.7507,-73.5829,23.15,82,0,1.54,US,1693121164
280,qui nhon,13.7667,109.2333,36.04,46,100,4.96,VN,1693121165
281,sorong,-0.8833,131.25,27.52,73,100,6.51,ID,1693121165
282,muang xay,20.7,101.9833,26.88,89,100,2.26,LA,1693121165
283,pervomayskiy,53.2485,40.2871,19.21,72,50,2.69,RU,1693121166
284,labytnangi,66.6572,66.4183,10.85,60,93,5.5,RU,1693121166
285,san patricio,28.017,-97.5169,28.92,83,0,2.2,US,1693121166
286,port augusta,-32.5,137.7667,16.18,55,0,5.39,AU,1693121167
287,rikaze,29.25,88.8833,21.93,29,37,1.55,CN,1693121167
288,luwuk,-0.9516,122.7875,28.69,66,33,5.11,ID,1693121167
289,san pedro pochutla,15.7333,-96.4667,24.84,91,71,1.72,MX,1693121168
290,kachug,53.9606,105.8817,25.32,38,97,0.46,RU,1693121168
291,grants pass,42.439,-123.3284,22.38,55,0,2.57,US,1693121168
292,enewetak,11.3474,162.3373,27.62,77,100,7.12,MH,1693121169
293,pueblo,38.2545,-104.6091,20.23,78,0,2.06,US,1693121010
294,la'ie,21.6477,-157.9253,27.98,76,0,2.68,US,1693121169
295,saipan,15.1355,145.701,29.39,79,40,8.75,MP,1693121170
296,mejit,10.2753,170.8646,27.84,81,98,5.85,MH,1693121170
297,zhaodong,46.0833,125.9833,23.25,57,61,3.66,CN,1693121170
298,badger,64.8,-147.5333,19.95,68,75,4.12,US,1693121170
299,diapaga,12.0708,1.7889,24.23,89,89,2.11,BF,1693121171
300,hermosillo,29.0667,-110.9667,34.27,42,20,2.57,MX,1693121171
301,fortuna,40.5982,-124.1573,15.19,94,100,0.0,US,1693121172
302,mo i rana,66.3128,14.1428,17.26,73,6,2.57,NO,1693121172
303,roma,43.2128,-75.4557,16.08,82,100,2.57,US,1693121172
304,armavir,44.9892,41.1234,26.27,25,0,3.75,RU,1693121173
305,adilpur,27.937,69.3187,37.98,34,7,3.66,PK,1693121173
306,qusmuryn,52.4503,64.6311,18.05,37,71,5.11,KZ,1693121173
307,eksere,36.8134,31.9997,27.88,32,0,2.39,TR,1693121174
308,ta`u,-14.2336,-169.5144,26.94,79,80,8.1,AS,1693121174
309,kruisfontein,-34.0033,24.7314,12.89,52,6,3.08,ZA,1693121174
310,aykhal,66.0,111.5,22.84,37,29,5.52,RU,1693121175
311,mili,6.0815,171.735,28.64,74,94,3.43,MH,1693121175
312,lerwick,60.1545,-1.1494,13.0,92,98,3.48,GB,1693121176
313,canutama,-6.5339,-64.3831,25.23,58,89,1.72,BR,1693121176
314,salekhard,66.53,66.6019,11.1,59,98,4.64,RU,1693121176
315,singapur,1.2897,103.8501,34.5,68,75,5.14,SG,1693121089
316,ancud,-41.8697,-73.8203,5.54,86,63,4.43,CL,1693121177
317,la passe,45.5549,-0.8967,15.55,78,1,4.8,FR,1693121177
318,hobyo,5.3505,48.5268,28.66,61,100,10.73,SO,1693121177
319,la ronge,55.1001,-105.2842,17.14,72,20,2.57,CA,1693121178
320,manacapuru,-3.2997,-60.6206,24.47,66,0,1.86,BR,1693121178
321,howrah,22.5892,88.3103,34.0,62,75,3.09,IN,1693121179
322,bogorodsk,56.1033,43.5158,13.64,72,100,4.59,RU,1693121046
323,bratsk,56.1325,101.6142,18.27,77,92,1.12,RU,1693121063
324,kawalu,-7.3817,108.2082,27.0,59,88,3.15,ID,1693121180
325,narasaraopet,16.25,80.0667,34.83,46,100,4.89,IN,1693121180
326,juli,-16.2167,-69.45,3.09,48,6,1.85,PE,1693121180
327,okha,53.5739,142.9478,16.74,58,100,2.31,RU,1693121181
328,shanhecun,44.7,127.2,21.65,69,41,2.25,CN,1693121181
329,tomatlan,19.9333,-105.25,24.06,96,100,1.31,MX,1693121181
330,kristiansund,63.1115,7.732,16.36,72,100,1.03,NO,1693121182
331,kota bharu,6.1333,102.2386,33.41,66,20,3.6,MY,1693121182
332,puerto baquerizo moreno,-0.9,-89.6,23.36,80,60,5.56,EC,1693121182
333,chibougamau,49.9168,-74.3659,6.79,87,0,2.57,CA,1693121183
334,al abyar,32.19,20.5965,27.1,56,0,3.93,LY,1693121183
335,kyshtovka,56.555,76.6271,18.2,61,100,1.84,RU,1693121184
336,macae,-22.3708,-41.7869,17.59,92,100,4.55,BR,1693121184
337,latakia,35.5148,35.7768,30.1,76,100,6.52,SY,1693121184
338,kujama,10.4542,7.6368,21.61,94,100,0.66,NG,1693121184
339,chukhloma,58.7525,42.6825,12.09,68,100,5.28,RU,1693121185
340,northam,51.0333,-4.2167,16.28,84,100,6.35,GB,1693121185
341,forster,-32.1667,152.5167,16.88,74,86,3.8,AU,1693121186
342,mitu,1.1983,-70.1733,22.36,95,1,0.82,CO,1693121186
343,baruun-urt,46.6806,113.2792,21.25,39,100,5.81,MN,1693121187
344,sao gabriel da cachoeira,-0.1303,-67.0892,23.59,83,20,0.22,BR,1693121187
345,tabuk,17.4189,121.4443,25.18,89,100,6.25,PH,1693121187
346,barreirinha,-2.7933,-57.07,23.51,70,1,1.28,BR,1693121188
347,rajgarh,28.6333,75.3833,37.24,31,41,6.14,IN,1693121188
348,sisimiut,66.9395,-53.6735,5.12,89,99,10.59,GL,1693121189
349,bouar,5.934,15.596,18.58,98,100,3.16,CF,1693121189
350,panama city beach,30.1766,-85.8055,28.38,89,0,0.0,US,1693121189
351,conduaga,8.862,117.4893,28.23,83,88,5.46,PH,1693121190
352,leongatha,-38.4833,145.95,14.69,66,94,1.94,AU,1693121190
353,itoman,26.1247,127.6694,33.21,69,40,4.12,JP,1693121191
354,novovarshavka,54.1721,74.6946,23.29,36,100,2.92,RU,1693121191
355,ola,59.5833,151.2833,16.75,79,97,2.1,RU,1693121191
356,mombetsu,44.3525,143.3525,25.01,78,75,4.63,JP,1693121192
357,simanggang,1.2472,111.4528,26.99,89,40,0.0,MY,1693121192
358,temiskaming shores,47.4938,-79.7153,4.89,84,0,1.75,CA,1693121192
359,kingston,17.997,-76.7936,28.53,88,40,2.06,JM,1693120922
360,vilyuysk,63.7553,121.6247,26.35,32,6,2.59,RU,1693121193
361,boca do acre,-8.7522,-67.3978,23.92,67,0,0.7,BR,1693121193
362,gariaband,20.635,82.0614,31.88,56,43,4.62,IN,1693121194
363,otjiwarongo,-20.4637,16.6477,17.83,14,59,10.65,NA,1693121194
364,las terrenas,19.311,-69.5428,25.38,89,100,1.84,DO,1693121194
365,al majaridah,19.1236,41.9111,36.42,36,89,2.19,SA,1693121195
366,kattivakkam,13.2167,80.3167,31.71,78,100,3.13,IN,1693121195
367,buncrana,55.1333,-7.45,12.23,98,100,1.98,IE,1693121195
368,auki,-8.7676,160.7034,24.35,89,100,3.17,SB,1693121196
369,nar'yan-mar,67.6713,53.087,7.82,92,100,4.93,RU,1693121109
370,remire-montjoly,4.9167,-52.2667,24.02,94,40,0.0,GF,1693121196
371,minas de marcona,-15.2119,-75.1103,12.01,89,70,4.49,PE,1693121196
372,mbanza-ngungu,-5.25,14.8667,22.94,70,56,3.57,CD,1693121197
373,mount pearl,47.5166,-52.7813,12.19,94,75,3.6,CA,1693121198
374,kiunga,-6.1219,141.2906,24.96,93,97,2.06,PG,1693121198
375,durban,-29.8579,31.0292,18.51,37,0,5.15,ZA,1693121198
376,fort irwin,35.2627,-116.6848,28.74,17,0,2.57,US,1693121198
377,petawawa,45.9001,-77.3328,8.39,75,0,2.11,CA,1693121199
378,maracacume,-2.0428,-45.9592,21.48,99,26,1.33,BR,1693121199
379,montagu,-40.7667,144.9667,11.09,74,96,5.75,AU,1693121199
380,ixtapa,20.7,-105.2,26.79,88,95,0.98,MX,1693121200
381,limuru,-1.1,36.65,17.58,68,9,2.66,KE,1693121200
382,naze,28.3667,129.4833,28.51,81,13,6.1,JP,1693121150
383,safford,32.834,-109.7076,26.51,65,40,0.0,US,1693121201
384,malacacheta,-17.8422,-42.0767,19.07,93,100,2.34,BR,1693121201
385,vikhorevka,56.1201,101.1636,18.77,63,86,0.98,RU,1693121202
386,karagandy,49.8019,73.1021,24.97,25,100,7.57,KZ,1693121203
387,polyarnyy,69.1989,33.4478,9.97,83,100,6.0,RU,1693120927
388,alofi,-19.0595,-169.9187,21.94,68,97,4.63,NU,1693121203
389,merizo village,13.2658,144.6691,28.85,94,100,9.14,GU,1693121204
390,aioun,16.6614,-9.6149,30.81,36,99,5.1,MR,1693121204
391,oxelosund,58.6706,17.1015,16.05,94,20,3.6,SE,1693121204
392,taoudenni,22.6783,-3.9836,34.35,31,6,8.26,ML,1693121205
393,nema,57.5067,50.5011,9.06,90,100,2.75,RU,1693121205
394,rio brilhante,-21.8019,-54.5464,17.31,83,94,2.34,BR,1693121206
395,qamdo,31.1667,97.2333,4.75,86,100,1.43,CN,1693121206
396,carrigaline,51.8117,-8.3986,12.86,100,75,3.09,IE,1693121206
397,quang ngai,15.1167,108.8,36.05,45,97,5.75,VN,1693121013
398,nelson,-41.2833,173.2833,10.72,67,100,2.24,NZ,1693121112
399,atherton,53.5237,-2.4935,14.14,97,38,0.45,GB,1693121207
400,qarauyl,48.9451,79.255,28.28,32,84,3.08,KZ,1693121207
401,tabou,4.423,-7.3528,24.36,91,100,3.26,CI,1693121208
402,suva,-18.1416,178.4415,22.71,83,75,4.63,FJ,1693121209
403,fort bragg,35.139,-79.006,25.46,87,100,3.6,US,1693121209
404,gus'-khrustal'nyy,55.6111,40.6519,17.58,61,33,2.5,RU,1693121005
405,mahibadhoo,3.7833,72.9667,28.07,73,4,3.0,MV,1693121210
406,new kingman-butler,35.265,-114.0323,31.57,26,0,0.0,US,1693121210
407,al jubayl,27.0112,49.6583,36.95,47,0,4.93,SA,1693121210
408,kourou,5.1552,-52.6478,24.03,91,10,2.83,GF,1693121211
409,marsa alam,25.0757,34.8918,34.03,40,0,10.31,EG,1693121211
410,wanning,18.8003,110.3967,32.33,64,100,6.85,CN,1693121212
411,ntungamo,-0.8833,29.65,26.38,46,100,0.71,UG,1693121212
412,gorgoram,12.6398,10.7039,28.45,60,61,6.22,NG,1693121212
413,lazaro cardenas,17.9583,-102.2,26.48,86,100,1.35,MX,1693121213
414,muisne,0.6,-80.0333,24.89,90,100,4.44,EC,1693121213
415,gambiran satu,-8.3939,114.1464,28.35,60,38,3.33,ID,1693121214
416,nuuk,64.1835,-51.7216,6.34,93,100,9.26,GL,1693121214
417,opuwo,-18.0607,13.84,21.33,13,0,5.3,NA,1693121215
418,gopalganj,26.4667,84.4333,34.34,52,0,8.0,IN,1693120856
419,mpongwe,-13.5091,28.155,29.01,20,0,5.02,ZM,1693121216
420,vila velha,-20.3297,-40.2925,18.97,96,75,3.09,BR,1693121217
421,miles city,46.4083,-105.8406,20.54,64,0,3.09,US,1693121217
422,karratha,-20.7377,116.8463,28.12,24,0,7.32,AU,1693121218
423,kuching,1.55,110.3333,34.12,56,40,2.57,MY,1693120865
424,oruro,-17.9833,-67.15,2.65,28,7,1.36,BO,1693121218
425,mandalgovi,45.7625,106.2708,22.92,26,1,6.9,MN,1693121219
426,newman,37.3138,-121.0208,23.13,72,0,0.45,US,1693121219
427,tambovka,50.0969,128.0489,15.93,92,100,1.97,RU,1693121219
428,coeur d'alene,47.6777,-116.7805,19.29,63,75,2.06,US,1693121220
429,susuman,62.7833,148.1667,16.17,41,49,5.08,RU,1693121220
430,haikou,20.0458,110.3417,33.07,66,40,4.0,CN,1693121119
431,bamboo flat,11.7,92.7167,30.05,79,75,3.6,IN,1693121221
432,dayr al balah,31.4166,34.3452,27.89,65,0,2.43,PS,1693121221
433,calama,-22.4667,-68.9333,7.27,11,0,8.75,CL,1693120938
434,liwonde,-15.0506,35.2035,28.63,34,0,3.27,MW,1693121222
435,bac lieu,9.285,105.7244,33.12,53,100,8.2,VN,1693121222
436,rugaji,57.0,27.1333,18.98,89,100,1.0,LV,1693121223
437,ain taya,36.7933,3.2869,25.91,78,40,1.54,DZ,1693121223
438,north bend,43.4065,-124.2243,16.95,82,100,0.0,US,1693121224
439,robertsport,6.7533,-11.3686,25.05,86,100,2.02,LR,1693121224
440,machali,-34.1833,-70.6667,6.39,51,0,2.47,CL,1693121224
441,st. john's,47.5649,-52.7093,12.66,94,75,3.6,CA,1693121225
442,abu zabad,12.35,29.25,27.13,65,93,3.85,SD,1693121225
443,terbanggi besar,-4.8667,105.2333,32.51,49,87,3.42,ID,1693121226
444,rajapur,25.3833,81.15,33.68,48,5,6.95,IN,1693121226
445,buala,-8.145,159.5921,25.8,83,100,5.64,SB,1693121226
446,island harbour,50.724,-1.2758,15.17,91,2,0.89,GB,1693121227
447,berezovyy,51.6667,135.7,18.26,48,100,1.95,RU,1693121227
448,saint-andre,-20.95,55.65,27.68,61,100,7.72,RE,1693121227
449,ketchikan,55.3422,-131.6461,16.99,82,0,0.0,US,1693121228
450,brookings,44.3114,-96.7984,13.92,97,0,0.0,US,1693121228
451,ingeniero jacobacci,-41.3427,-69.5448,0.79,63,0,1.75,AR,1693121228
452,ishigaki,24.3448,124.1572,30.07,79,75,2.57,JP,1693121229
453,eyl,7.9803,49.8164,31.0,46,99,11.46,SO,1693121229
454,mangrol,21.1167,70.1167,27.81,74,100,6.73,IN,1693121229
455,saynshand,44.8824,110.1163,27.39,22,22,4.22,MN,1693121229
456,zaozersk,69.4005,32.4476,10.49,77,100,4.73,RU,1693121230
457,kharp,66.8014,65.8081,8.53,74,98,4.46,RU,1693121230
458,tamanrasset,22.785,5.5228,24.95,65,40,0.0,DZ,1693121230
459,kijang,35.2442,129.2139,29.85,75,76,7.31,KR,1693121187
460,dickinson,29.4608,-95.0513,29.49,88,0,3.09,US,1693121231
461,koysinceq,36.0821,44.6278,34.66,26,0,6.07,IQ,1693121209
462,novodvinsk,64.4165,40.8122,10.1,76,100,3.59,RU,1693121231
463,launceston,-41.45,147.1667,12.8,58,40,2.06,AU,1693121221
464,inhambane,-23.865,35.3833,21.29,56,100,9.79,MZ,1693121232
465,tadine,-21.55,167.8833,19.6,60,100,6.27,NC,1693121232
466,tikrit,34.6071,43.6782,39.17,15,0,3.79,IQ,1693121233
467,zarzis,33.504,11.1122,30.78,41,0,5.14,TN,1693121233
468,tyukhtet,56.5389,89.3011,21.88,55,89,4.4,RU,1693121233
469,sept-iles,50.2001,-66.3821,14.29,76,100,5.14,CA,1693121234
470,sungailiat,-1.85,106.1333,30.12,61,38,5.87,ID,1693121234
471,howard springs,-12.497,131.047,30.95,48,86,3.94,AU,1693121234
472,spirovo,57.419,34.9766,16.74,75,49,1.3,RU,1693121234
473,banjar,-8.19,114.9675,28.18,68,73,0.71,ID,1693121235
474,saldanha,-33.0117,17.9442,10.03,67,0,3.43,ZA,1693121235
475,wladyslawowo,54.7909,18.4009,17.75,73,97,1.71,PL,1693121236
476,shizilu,35.1711,118.8289,18.26,98,100,6.82,CN,1693121156
477,balkanabat,39.5108,54.3671,27.47,24,5,3.78,TM,1693121236
478,chachapoyas,-6.2317,-77.869,10.17,95,14,1.36,PE,1693121236
479,santarem,-2.4431,-54.7083,25.07,94,0,2.06,BR,1693121237
480,shalqar,47.8333,59.6,20.14,32,67,7.7,KZ,1693121237
481,haiku-pauwela,20.9219,-156.3051,24.47,73,40,3.6,US,1693121238
482,bozhou,33.8772,115.7703,18.79,96,100,10.78,CN,1693121238
483,vilyuchinsk,52.9306,158.4028,22.15,70,69,0.72,RU,1693121238
484,wegscheid,48.6014,13.7873,17.16,95,98,0.89,DE,1693121239
485,rawson,-43.3002,-65.1023,7.31,43,100,5.17,AR,1693121240
486,gaomi,36.3833,119.7528,18.64,94,100,2.41,CN,1693121240
487,pokhara,28.2333,83.9833,27.66,77,25,2.19,NP,1693121125
488,djibo,14.1022,-1.6306,25.39,73,100,3.74,BF,1693121241
489,nikolayevsk-on-amure,53.1406,140.73,18.46,47,100,1.47,RU,1693121241
490,east ballina,-28.8667,153.5833,18.78,67,28,4.34,AU,1693121241
491,san nicolas,18.1725,120.5953,29.95,84,75,7.2,PH,1693121241
492,makurdi,7.7411,8.5121,24.07,97,100,1.98,NG,1693120976
493,giyani,-23.3025,30.7187,18.08,44,4,7.62,ZA,1693121242
494,vernon,50.2581,-119.2691,20.25,49,4,3.6,CA,1693121242
495,pervomayskoye,43.919,46.7102,27.39,24,0,2.12,RU,1693121243
496,okondja,-0.6549,13.6753,24.2,84,99,0.95,GA,1693121243
497,puerto madero,14.7208,-92.4215,27.51,78,100,2.22,MX,1693121243
498,alaghsas,17.0187,8.0168,30.81,47,100,4.24,NE,1693121244
499,chos malal,-37.3781,-70.2709,3.28,56,0,2.71,AR,1693121244
500,kill devil hills,36.0307,-75.676,26.1,95,0,0.0,US,1693121245
501,zalingei,12.9096,23.4741,26.07,68,100,3.23,SD,1693121246
502,tionk essil,12.7856,-16.5217,27.98,90,99,2.66,SN,1693121246
503,minab,27.1467,57.0801,35.32,50,7,5.73,IR,1693121246
504,lohr am main,49.9936,9.5783,18.27,94,100,1.22,DE,1693121247
505,cuamba,-14.8031,36.5372,26.93,42,0,3.04,MZ,1693121247
506,onega,63.9061,38.1404,12.41,65,63,3.86,RU,1693121248
507,kalevala,65.2,31.1667,15.99,63,16,2.5,RU,1693121248
508,bucerias,20.75,-105.3333,27.21,88,100,1.28,MX,1693121248
509,buka,40.8108,69.1986,24.61,53,74,4.62,UZ,1693121249
510,gobabis,-22.45,18.9667,12.96,20,2,7.86,NA,1693121249
511,mil'kovo,55.6078,37.7956,17.81,73,10,1.9,RU,1693121249
512,broken hill,-31.95,141.4333,23.18,21,0,5.14,AU,1693120976
513,emerald,-23.5333,148.1667,25.75,21,0,4.81,AU,1693121160
514,churapcha,62.0025,132.4325,22.41,47,100,2.91,RU,1693121251
515,kas,36.2018,29.6377,29.73,57,0,2.99,TR,1693121252
516,butte,39.6499,-121.5677,25.01,34,0,3.09,US,1693121252
517,siwa oasis,29.2041,25.5195,32.25,32,0,2.83,EG,1693121252
518,dryden,49.7833,-92.7503,11.16,100,100,2.57,CA,1693121253
519,plastun,44.7561,136.2939,21.06,81,100,1.67,RU,1693121253
520,puryong,42.0606,129.7117,22.98,83,100,1.35,KP,1693121253
521,kuhmo,64.1333,29.5167,15.4,63,99,1.87,FI,1693121254
522,ash shatrah,31.4117,46.1742,41.03,11,0,6.94,IQ,1693121254
523,ondangwa,-17.9167,15.95,18.0,17,0,5.14,NA,1693121254
524,san cristobal,7.7669,-72.225,18.64,93,5,0.78,VE,1693121255
525,hacienda huancane,-15.8222,-70.8856,-0.23,35,17,1.66,PE,1693121255
526,khandyga,62.6667,135.6,18.8,53,31,0.98,RU,1693121255
527,adam,22.3756,57.5233,36.26,30,61,2.35,OM,1693121256
528,poltavka,54.3663,71.7632,17.33,62,93,4.05,RU,1693121256
529,hafar al-batin,28.4328,45.9708,40.32,14,0,1.54,SA,1693121256
530,dalbandin,28.8947,64.4101,38.31,8,6,4.66,PK,1693121257
531,kanniyakumari,8.0833,77.5667,29.66,74,65,8.43,IN,1693121128
532,gardone val trompia,45.6942,10.187,24.52,55,100,1.61,IT,1693121258
533,hilo,19.7297,-155.09,23.12,92,100,2.06,US,1693121259
534,juneau,58.3019,-134.4197,15.12,95,20,0.0,US,1693121039
535,urengoy,65.9667,78.3667,16.26,53,96,5.95,RU,1693121260
536,shush,32.1942,48.2436,40.12,11,0,3.52,IR,1693121260
537,yulinshi,38.2906,109.7494,19.93,63,95,1.61,CN,1693121260
538,quellon,-43.1167,-73.6167,8.14,87,75,6.17,CL,1693121261
539,west bend,43.4253,-88.1834,18.54,88,0,2.06,US,1693121261
540,belleville,44.1788,-77.3705,14.48,89,75,2.06,CA,1693121261
541,kavieng,-2.5744,150.7967,28.07,78,99,5.33,PG,1693121262
542,siavonga,-16.5382,28.7088,28.09,30,92,0.85,ZM,1693121262
543,claveria,18.6074,121.0832,27.84,86,97,3.37,PH,1693121262
544,port alberni,49.2413,-124.8028,21.91,62,0,0.45,CA,1693121263
545,gornopravdinsk,60.05,69.9,16.04,59,19,2.65,RU,1693121263
546,grosseto,42.8333,11.25,28.42,83,0,2.06,IT,1693121264
547,beichengqu,40.4394,113.1536,21.38,45,94,2.88,CN,1693121264
548,togur,58.3631,82.8265,20.18,49,83,4.0,RU,1693121264
549,ad dilam,23.9915,47.1627,41.23,9,100,3.93,SA,1693121265
550,fisterra,42.9049,-9.2629,15.97,77,13,5.63,ES,1693121265
551,sungai penuh,-2.0833,101.3833,23.28,84,88,1.15,ID,1693121265
552,masterton,-40.9597,175.6575,8.82,95,91,2.17,NZ,1693121266
553,parabel',58.6978,81.4825,20.09,50,89,4.88,RU,1693121266
554,muravlenko,63.7898,74.523,15.31,55,100,4.81,RU,1693121266
555,swakopmund,-22.6833,14.5333,13.28,76,0,1.1,NA,1693121267
556,reggane,26.7158,0.1714,33.85,26,2,2.31,DZ,1693121267
557,kyren,51.6828,102.1408,24.36,47,34,1.61,RU,1693121268
